baselineId	groupId	unitNo	sequenceNo	section	title	pageStart	pageEnd	extractionMode	pdfMd5	risk	status	disposition	reviewer	reviewedAt	correctionCount	evidence	notes
pephr1-039	pephr1	3	39	Expanding Your World	The World Series (baseball, USA)	95	95	text	e0bf18138b24d7def28b35994a13946b	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-039	逐页核对第95页；自动候选只识别首个小标题，实际保留共享标题HOT TICKETS下的导语及棒球、板球、网球三部分，删除中文括注和版面元素。
pephr1-040	pephr1	4	40	Using Words and Expressions	Using Words and Expressions	96	96	text	e0bf18138b24d7def28b35994a13946b	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-040	逐页核对第96页；全页为词义匹配、词谜后的单句填空和含六处空白的地震短文，没有印刷完整语篇，未代填答案。
pephr1-041	pephr1	4	41	Using Structures	through the brick s. The brick s covered the by using restrictive relative clauses	98	98	text	e0bf18138b24d7def28b35994a13946b	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-041	逐页核对第98页；内容为关系从句改单句、含七空的台风短文及要求补充括号信息的龙卷风写作题，没有完整印刷语篇，未补写答案。
pephr1-042	pephr1	4	42	Reading and Writing	Jack London	99	99	text	e0bf18138b24d7def28b35994a13946b	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-042	逐页核对第99页；保留标题、日期及四段完整正文，确认左栏第二段续接右栏顶部后再进入第三段，删除中文括注、活动题和图片。
pephr1-043	pephr1	4	43	Expanding Your World	The China International Search and Rescue Team (CISAR) was formed in 2001 and is now	101	101	text	e0bf18138b24d7def28b35994a13946b	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-043	逐页核对第101页；保留CHINA TO THE RESCUE!标题下五段完整正文，删除阿尔及利亚、伊朗、海地、巴基斯坦中文括注及照片。
pephr1-044	pephr1	5	44	Using Words and Expressions	Using Words and Expressions	102	102	text	e0bf18138b24d7def28b35994a13946b	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-044	逐页核对第102页；全页为词典义项选择和五个短语填空单句，没有连贯完整文章或对话。
pephr1-045	pephr1	5	45	Using Words and Expressions	read Chinese. OK , I' l l find some time in my	103	103	text	e0bf18138b24d7def28b35994a13946b	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-045	逐页核对第103页；仅保留从左栏页底续至右栏页顶的完整四轮书法课对话，删除含八空广告、翻译指令和关系从句练习。
pephr1-046	pephr1	5	46	Using Structures	correct relative pronouns or times, places, and reasons. Then	104	104	text	e0bf18138b24d7def28b35994a13946b	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-046	逐页核对第104页；左栏口译短文含九处关系词空白，右栏为句子配对及开放写作提示，没有完整印刷语篇，未代填或补写。
pephr1-047	pephr1	5	47	Reading	Zhao Yuanren, a Chinese American linguist, could speak seven languages and more than	105	105	text	e0bf18138b24d7def28b35994a13946b	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-047	逐页核对第105页；保留POLYGLOTS主标题和副标题下三段完整正文，删除导入题、理解题、讨论题及人物图片。
pephr1-048	pephr1	5	48	Expanding Your World	THE BOOK THAT KEEPS ON GROWING	107	107	text	e0bf18138b24d7def28b35994a13946b	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-048	逐页核对第107页；保留OED历史专题六段全文，确认第二段绕人物图续接至completed in 10 years，并纠正文层破折号、撇号和年份连接号误识别。
pephr2-001	pephr2	1	1	Listening and Speaking	Reason Preserve Promote Cypress	10	10	text	38d49874e4f015fd89f21c9306f6b9d5	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr2-001	逐页核对第10页；新闻报道含四处听力填空，周围为词义判断表、讨论题和语音练习，没有完整印刷语篇，未据词表猜填。
pephr2-002	pephr2	1	2	Reading and Thinking	Understand how a problem was solved	11	11	text	38d49874e4f015fd89f21c9306f6b9d5	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr2-002	逐页核对第11页；保留FROM PROBLEMS TO SOLUTIONS六段完整正文，确认在UNESCO与全球协作处完整收束，删除阅读指令、图片和页眉页脚。
pephr2-003	pephr2	1	3	Reading and Thinking	the building of the dam? Making a timeline that	12	12	text	38d49874e4f015fd89f21c9306f6b9d5	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr2-003	逐页核对第12页；为上一篇课文的理解题、未完成时间线和含八处空白且要求自拟标题的开罗新闻稿，没有新完整语篇，未填补。
pephr2-004	pephr2	1	4	Assessing Your Progress	Assessing Your Progress	17	17	text	38d49874e4f015fd89f21c9306f6b9d5	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr2-004	逐页核对第17页；文化遗产保护短文含十处短语空白，无形文化遗产对话含八处关系词空白，二者均不完整，未代填。
pephr2-005	pephr2	2	5	Listening and Speaking	they're in danger of extinction. Elephants need large living spaces, so it's difficult	22	22	text	38d49874e4f015fd89f21c9306f6b9d5	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr2-005	逐页核对第22页；保留关于非洲象威胁和保护措施的完整四轮示例对话，删除角色扮演指令、动物图片及重音练习。
pephr2-006	pephr2	2	6	Reading and Thinking	EXAMPLE Identify literal and implied	24	24	text	38d49874e4f015fd89f21c9306f6b9d5	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr2-006	逐页核对第24页；为藏羚羊课后理解、显性隐性意义判断及含八空的大象短文，没有新完整语篇，未填词。
pephr2-007	pephr2	2	7	Discovering Useful Structures	WILDLIFE PROTECTION	25	25	text	38d49874e4f015fd89f21c9306f6b9d5	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr2-007	逐页核对第25页；为现在进行时被动语态例句、选择题和含六处动词空白的湿地短文，没有完整语篇，未代填。
pephr2-008	pephr2	2	8	Reading for Writing	WILDLIFE PROTECTION	27	27	text	38d49874e4f015fd89f21c9306f6b9d5	normal	passed	retained-split	Codex visual review	2026-07-22	2	content/pep-english/reviewed-corrections.json#pephr2-008	逐页核对第27页；左右两张海报各有独立标题和完整正文，按一篇一课拆为Give Ugly a Chance!与Don't Make Paper with My Home!，排除图片、情绪选择、摘要和讨论题。
pephr2-009	pephr2	2	9	Assessing Your Progress	Assessing Your Progress	29	29	text	38d49874e4f015fd89f21c9306f6b9d5	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr2-009	逐页核对第29页；WWF短文含六处短语空白，貂熊保护短文含五处被动语态空白，另有反思表，均非完整语篇，未代填。
pephr2-010	pephr2	3	10	Pronunciation	A Use simpler words. ( ) Listen for definitions	34	34	text	38d49874e4f015fd89f21c9306f6b9d5	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr2-010	逐页核对第34页；保留Cyber Sense两节八行完整短诗及原换行，删除重音标记指令、定义练习；在线习惯示例对话以Well,...未完，未收录。
pephr2-011	pephr2	3	11	Reading and Thinking	Start an online community	35	35	text	38d49874e4f015fd89f21c9306f6b9d5	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr2-011	逐页核对第35页；保留STRONGER TOGETHER标题下Jan Tchamani经历、IT俱乐部案例、后续目标和引语结尾共五段全文，删除预读题、技巧框和插图。
pephr2-012	pephr2	3	12	Reading and Thinking	Examples from the text More examples you know	36	36	text	38d49874e4f015fd89f21c9306f6b9d5	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr2-012	逐页核对第36页；为上一篇理解题、空白例子表和含十处词形空白的乌镇短文，没有新完整语篇，未填词或补答案。
pephr2-013	pephr2	3	13	Listening and Talking	Listening and Talking	38	38	text	38d49874e4f015fd89f21c9306f6b9d5	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr2-013	逐页核对第38页；保留下半页围绕TV Me与Hear It First优劣的完整两轮示范对话，删除听力填空、判断、表达勾选、应用卡和角色扮演指令。
pephr2-014	pephr2	3	14	Reading for Writing	Write a blog post	39	39	text	38d49874e4f015fd89f21c9306f6b9d5	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr2-014	逐页核对第39页；保留无标题博客范文的引入、三条安全建议、邀请评论及Boy579与Amy两条完整评论，自拟元数据标题How to Stay Safe Online，删除浏览器装饰和课后题。
pephr2-015	pephr2	3	15	Assessing Your Progress	Assessing Your Progress	41	41	text	38d49874e4f015fd89f21c9306f6b9d5	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr2-015	逐页核对第41页；上部为十二个名词动词填空，下部互联网影响短文含五处括号动词空白，另有反思表，没有完整语篇，未代填。
pephr2-016	pephr2	4	16	Reading and Thinking	Learn about a country through its history	47	47	text	38d49874e4f015fd89f21c9306f6b9d5	normal	passed	retained-merged	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr2-016	逐页核对第47至48页；第四段从第47页末English无缝续接第48页language，并有完整结尾段，合并为WHAT'S IN A NAME?五段全文，删除地图、时间线、六空对话和讨论题。
pephr2-017	pephr2	4	17	Reading and Thinking	language, and changed the way people built houses. The Vikings came in the eighth	48	48	text	38d49874e4f015fd89f21c9306f6b9d5	normal	passed	removed-merged-continuation	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr2-017	逐页核对第48页；自动候选只是上一篇第四段续文和第五段，已并入pephr2-016，不重复成课；其余为时间线及含六空对话，未收录。
pephr2-018	pephr2	4	18	Reading for Writing	HISTORY AND TRADITIONS	51	51	text	38d49874e4f015fd89f21c9306f6b9d5	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr2-018	逐页核对第51页；保留BEAUTIFUL IRELAND AND ITS TRADITIONS单段完整描写范文，从乡村景观、声音、气味写至酒馆饮食和地方文化，删除图片、理解题及感官分析表。
pephr2-019	pephr2	5	19	Listening and Speaking	EXAMPLE Reasons for liking music	58	58	text	38d49874e4f015fd89f21c9306f6b9d5	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr2-019	逐页核对第58页；保留关于喜爱techno music原因的完整四轮示范访谈，删除讨论指令、理由提示、乐器图片及独立发音练习。
pephr2-020	pephr2	5	20	Reading and Thinking	Learn about experiencing music online	59	59	text	38d49874e4f015fd89f21c9306f6b9d5	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr2-020	逐页核对第59页；保留THE VIRTUAL CHOIR四段完整正文，涵盖概念作用、Eric Whitacre经历、发展过程和总结句，删除预读题、扫读任务、技巧框和图片。
pephr2-021	pephr2	5	21	Listening and Talking	Listening and Talking	62	62	text	38d49874e4f015fd89f21c9306f6b9d5	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr2-021	逐页核对第62页；保留Debbie、John、Frank讨论演出、志愿岗位及慈善目的的完整十轮对话，删除听力任务、偏好表达框、图片和开放讨论题。
pephr2-022	pephr2	5	22	Reading for Writing	Write a speech	63	63	text	38d49874e4f015fd89f21c9306f6b9d5	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr2-022	逐页核对第63页；保留Sarah Williams演讲从问候、自我介绍、患病经历、音乐帮助、建议到Thank you!的完整结构，删除红色A-F修辞标记、图片和分析题。
pephr2-023	pephr2	5	23	Assessing Your Progress	Assessing Your Progress	65	65	text	38d49874e4f015fd89f21c9306f6b9d5	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr2-023	逐页核对第65页；保留完整钢琴学习叙事，确认左栏末I could only续至右栏顶agree并延续到成功演出后的坚持，删除词汇填空、语法指令和反思表。
pephr2-024	pephr2	5	24	Project	about one of these topics:	66	66	text	38d49874e4f015fd89f21c9306f6b9d5	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr2-024	逐页核对第66页；保留Ludwig van Beethoven完整传记正文，删除项目步骤、肖像及非连贯正文的Famous works作品清单和中文译名。
pephr2-025	pephr2	1	25	Using Words and Expressions	completing the passage. The first sentence as similar as possible in	69	69	text	38d49874e4f015fd89f21c9306f6b9d5	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr2-025	逐页核对第69页；为首字母摘要填空、中译英、句子改写及关系词填空，没有完整新语篇，未根据原课文或提示补答案。
pephr2-026	pephr2	1	26	Reading and Writing	NEW DISCOVERIES FROM THE PAST	71	71	text	38d49874e4f015fd89f21c9306f6b9d5	normal	passed	retained-split	Codex visual review	2026-07-22	2	content/pep-english/reviewed-corrections.json#pephr2-026	逐页核对第71页；两篇报道各有独立标题、地点日期和完整正文，拆为希腊沉船文物与海昏侯汉代文物展两课，删除共享导语、图片和活动指令。
pephr2-027	pephr2	1	27	Expanding Your World	WORLD CULTURAL HERITAGE SITES	73	73	text	38d49874e4f015fd89f21c9306f6b9d5	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr2-027	逐页核对第73页；保留WORLD CULTURAL HERITAGE SITES六段全文，从UNESCO计划、泰姬陵、明清皇家陵寝写至文化保护总结，删除图片及三处中文地名括注。
pephr2-028	pephr2	2	28	Using Structures	a mistake, underline it and write animal habitats. Harmf ul chemicals	76	76	text	38d49874e4f015fd89f21c9306f6b9d5	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr2-028	逐页核对第76页；为八个改错句、含多处括号动词空白的野生动物保护短文和选句补全西藏演讲，没有完整语篇，未代填或拼接。
pephr2-029	pephr2	2	29	Reading and Writing	THE STRANGE TALE OF THE MILU DEER	77	77	text	38d49874e4f015fd89f21c9306f6b9d5	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr2-029	逐页核对第77页；保留麋鹿外形、在中国消失、欧洲保种、回归中国及未来野化共五段完整正文，删除导入指令和图片。
pephr2-030	pephr2	2	30	Expanding Your World	URBAN WILDLIFE	79	79	text	38d49874e4f015fd89f21c9306f6b9d5	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr2-030	逐页核对第79页；保留城市栖息地、奥斯汀蝙蝠桥、北京奥林匹克森林公园、Birdscraper和总结共六段全文，确认绕图阅读顺序，删除三处中文括注和图片。
pephr2-031	pephr2	3	31	Using Words and Expressions	Using Words and Expressions	80	80	text	38d49874e4f015fd89f21c9306f6b9d5	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr2-031	逐页核对第80页；三段网络主题对话均有多个词汇空白，右栏为搭配句填空和中译英，没有完整对话，未用词框恢复。
pephr2-032	pephr2	3	32	Using Structures	Connect Online to Meet Offline	81	81	text	38d49874e4f015fd89f21c9306f6b9d5	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr2-032	逐项核对PDF第81页；语篇含8个连接词空格，后续为被动语态填空和改错，未代填答案，因无完整语篇剔除。
pephr2-033	pephr2	3	33	Using Structures	Notice to Parents and Prize Speech Exercises	82	82	text	38d49874e4f015fd89f21c9306f6b9d5	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr2-033	逐栏核对PDF第82页；标题改写、家长通知、个人写作及颁奖讲话均需补写或填空，未作答重构，因无完整语篇剔除。
pephr2-034	pephr2	3	34	Expanding Your World	E-Learning	85	85	text	38d49874e4f015fd89f21c9306f6b9d5	normal	passed	retained-corrected	Codex visual review	2026-07-22	6	content/pep-english/reviewed-corrections.json#pephr2-034	逐行对照PDF第85页；恢复完整四段文章、正式标题与栏目，核对新加坡及韩国案例顺序，删除插图和页眉页码。
pephr2-035	pephr2	4	35	Reading and Writing	Cairo and Athens Travel Messages	89	89	text	38d49874e4f015fd89f21c9306f6b9d5	normal	passed	retained-split	Codex visual review	2026-07-22	4	content/pep-english/reviewed-corrections.json#pephr2-035	逐行对照PDF第89页；Cleo开罗邮件与Sally雅典留言作者、地点和落款均独立，拆为两课，删除空白收发件栏、中文注释、问题及照片。
pephr2-036	pephr2	4	36	Expanding Your World	Samovar—the Special Teapot	91	91	text	38d49874e4f015fd89f21c9306f6b9d5	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr2-036	逐行对照PDF第91页；恢复完整四段演讲及标题，核对图片前后续行与制茶步骤，删除赛事导语、照片和页眉页码。
pephr2-037	pephr2	5	37	Reading and Writing	Cat's in the Cradle	95	95	text	38d49874e4f015fd89f21c9306f6b9d5	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	3	content/pep-english/reviewed-corrections.json#pephr2-037	逐栏核对PDF第95页；整页为歌曲歌词，不属于文章、范文或连贯对话的收录范围，未转录或发布各节歌词与副歌。
pephr2-038	pephr2	5	38	Reading and Writing	Jill and Dennis's Song Reviews	96	96	text	38d49874e4f015fd89f21c9306f6b9d5	normal	passed	retained-split	Codex visual review	2026-07-22	4	content/pep-english/reviewed-corrections.json#pephr2-038	逐行对照PDF第96页；Jill与Dennis各自的乐评均完整且独立署名，拆为两课，删除理解题、排序题和开放写作指令。
pephr2-039	pephr2	5	39	Expanding Your World	Music Scores in Films	97	97	text	38d49874e4f015fd89f21c9306f6b9d5	normal	passed	retained-corrected	Codex visual review	2026-07-22	6	content/pep-english/reviewed-corrections.json#pephr2-039	逐行对照PDF第97页；恢复完整五段博客文章及标题，核对John Williams、Hans Zimmer与Tan Dun三部分，删除演出照片和页眉页码。
pephr3-001	pephr3	1	1	Reading and Thinking	Why Do We Celebrate Festivals?	11	12	text	31e51a16693d03177a5825f53f612a87	normal	passed	retained-corrected	Codex visual review	2026-07-22	8	content/pep-english/reviewed-corrections.json#pephr3-001	逐行对照PDF第11-12页；合并完整五段正文，核对跨页续段、图片绕排和标题，删除导入题、策略框、讨论题与摘要填空。
pephr3-002	pephr3	1	2	Reading and Thinking	Festivals are becoming more and more	12	12	text	31e51a16693d03177a5825f53f612a87	normal	passed	removed-merged-continuation	Codex visual review	2026-07-22	3	content/pep-english/reviewed-corrections.json#pephr3-002	逐页核对PDF第12页；两段正文是pephr3-001续文，已并入完整课文；其余为策略框、讨论题及填空，不另立课。
pephr3-003	pephr3	1	3	Discovering Useful Structures	Which Festival Is the Best?	13	13	text	31e51a16693d03177a5825f53f612a87	normal	passed	retained-corrected	Codex visual review	2026-07-22	6	content/pep-english/reviewed-corrections.json#pephr3-003	逐项对照PDF第13页；恢复带用户名与时间的四帖完整论坛讨论并按视觉顺序排列，删除语法例句、教学指令和未完成的La Tomatina填空。
pephr3-004	pephr3	1	4	Listening and Talking	Joe and Song Lin Talk About Chinese New Year	14	14	text	31e51a16693d03177a5825f53f612a87	normal	passed	retained-corrected	Codex visual review	2026-07-22	8	content/pep-english/reviewed-corrections.json#pephr3-004	逐行对照PDF第14页；恢复Joe与Song Lin完整五轮示范对话，修复文本层严重碎裂，删除独立听力题、食物图片、短语勾选和角色扮演指令。
pephr3-005	pephr3	1	5	Reading for Writing	My Amazing Naadam Experience	15	15	text	31e51a16693d03177a5825f53f612a87	normal	passed	retained-corrected	Codex visual review	2026-07-22	7	content/pep-english/reviewed-corrections.json#pephr3-005	逐行对照PDF第15页；恢复完整五段那达慕日记及标题，保留原印省略号，删除段落结构批注框、教学指令、照片和页码。
pephr3-006	pephr3	1	6	Project	The Laba Festival and Laba Porridge	18	18	text	31e51a16693d03177a5825f53f612a87	normal	passed	retained-corrected	Codex visual review	2026-07-22	8	content/pep-english/reviewed-corrections.json#pephr3-006	逐项对照PDF第18页；保留完整腊八粥示例海报的简介、9项配料和4个顺序步骤，删除项目指令及含省略号的壮族歌圩节提纲。
pephr3-007	pephr3	2	7	Reading and Thinking	Mother of Ten Thousand Babies	23	24	text	31e51a16693d03177a5825f53f612a87	normal	passed	retained-corrected	Codex visual review	2026-07-22	9	content/pep-english/reviewed-corrections.json#pephr3-007	逐行对照PDF第23-24页；合并林巧稚传记完整六段，核对两幅照片周围的续行与引语，删除导入题、策略框、练习、图注和页码。
pephr3-008	pephr3	2	8	Reading and Thinking	many important positions. Her heart, however, was elsewhere . She was more interested in	24	24	text	31e51a16693d03177a5825f53f612a87	normal	passed	removed-merged-continuation	Codex visual review	2026-07-22	3	content/pep-english/reviewed-corrections.json#pephr3-008	逐页核对PDF第24页；两段正文为pephr3-007结尾并已合并，其余为结论策略、理解题和动词填空，不另立课。
pephr3-009	pephr3	2	9	Discovering Useful Structures	Henry Norman Bethune	25	25	text	31e51a16693d03177a5825f53f612a87	normal	passed	retained-corrected	Codex visual review	2026-07-22	6	content/pep-english/reviewed-corrections.json#pephr3-009	逐行对照PDF第25页；按原印句式恢复完整白求恩生平短文，未代做-ing改写，删除零散语法例句、句子填空、指令、下划线和肖像。
pephr3-010	pephr3	2	10	Listening and Talking	Chain of Love Listening Exercise	26	26	text	31e51a16693d03177a5825f53f612a87	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	4	content/pep-english/reviewed-corrections.json#pephr3-010	逐项核对PDF第26页；故事摘要含9个听力空格，其余为开放叙事任务和提示，未借助音频或常识补文，因无完整语篇剔除。
pephr3-011	pephr3	2	11	Reading for Writing	The Stone in the Road	27	27	text	31e51a16693d03177a5825f53f612a87	normal	passed	retained-corrected	Codex visual review	2026-07-22	7	content/pep-english/reviewed-corrections.json#pephr3-011	逐段对照PDF第27页；恢复从国王设题到女孩获赠金币的完整九段寓言，删除三道理解题、活动指令和页眉页码。
pephr3-012	pephr3	2	12	Project	Thankfulness	30	30	text	31e51a16693d03177a5825f53f612a87	normal	passed	retained-corrected	Codex visual review	2026-07-22	6	content/pep-english/reviewed-corrections.json#pephr3-012	逐项对照PDF第30页；恢复完整示例海报的定义、三个分论点和五条署名格言，删除美德词云、项目步骤、照片和页码。
pephr3-013	pephr3	3	13	Pronunciation	Native Americans in California	34	34	text	31e51a16693d03177a5825f53f612a87	normal	passed	retained-corrected	Codex visual review	2026-07-22	6	content/pep-english/reviewed-corrections.json#pephr3-013	逐行对照PDF第34页；恢复完整加州原住民历史短文，仅移除朗读停顿标记，删除未完成食物笔记表、笔记策略框、讨论题和指令。
pephr3-014	pephr3	3	14	Reading and Thinking	Wednesday, 21 June: San Francisco	35	36	text	31e51a16693d03177a5825f53f612a87	normal	passed	retained-corrected	Codex visual review	2026-07-22	9	content/pep-english/reviewed-corrections.json#pephr3-014	逐行对照PDF第35-36页；恢复李兰旅行日志完整五段，以印刷日期作元数据标题，核对图片绕排和续页结尾，删除地图、时间线、策略框、问答及填空。
pephr3-015	pephr3	3	15	Discovering Useful Structures	Recommendations for Visiting Guizhou	37	37	text	31e51a16693d03177a5825f53f612a87	normal	passed	retained-corrected	Codex visual review	2026-07-22	7	content/pep-english/reviewed-corrections.json#pephr3-015	逐轮对照PDF第37页；恢复Justin与Linlin完整九轮贵州旅行对话并保留有意省略，删除独立省略例句、改写练习、指令和背景照片。
pephr3-016	pephr3	3	16	Reading for Writing	Welcome to Chinatown!	39	39	text	31e51a16693d03177a5825f53f612a87	normal	passed	retained-corrected	Codex visual review	2026-07-22	7	content/pep-english/reviewed-corrections.json#pephr3-016	逐段对照PDF第39页；恢复完整六段唐人街介绍，核对龙门照片周围第三段的阅读顺序，删除问题、指令、照片和页眉页码。
pephr3-017	pephr3	3	17	Assessing Your Progress	Regional Music in the United States	41	41	text	31e51a16693d03177a5825f53f612a87	normal	passed	retained-corrected	Codex visual review	2026-07-22	7	content/pep-english/reviewed-corrections.json#pephr3-017	逐轮对照PDF第41页；按原印句式恢复完整九轮美国地域音乐对话，未代做省略改写，删除词汇填空、指令、下划线和反思表。
pephr3-018	pephr3	4	18	Reading and Thinking	Space: The Final Frontier	47	47	text	31e51a16693d03177a5825f53f612a87	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr3-018	逐页核对PDF第47页；跨页文章共有4个整句插入空缺，本页含3处，未将A-D选项代填回正文，因不完整剔除。
pephr3-019	pephr3	4	19	Reading and Thinking	Space: The Final Frontier (continued)	48	48	text	31e51a16693d03177a5825f53f612a87	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr3-019	逐页核对PDF第48页；为上页续文且仍有第4个整句空缺，后接摘要、讨论和首字母填空，未代做任何题目，剔除。
pephr3-020	pephr3	4	20	Discovering Useful Structures	Infinitive and Mars Journey Exercises	49	49	text	31e51a16693d03177a5825f53f612a87	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	4	content/pep-english/reviewed-corrections.json#pephr3-020	逐项核对PDF第49页；仅有不定式例句、改写题和含6个动词空格的火星旅行短文，未代做语法题，因无完整语篇剔除。
pephr3-021	pephr3	4	21	Listening and Talking	Questions for Captain Brown	50	50	text	31e51a16693d03177a5825f53f612a87	normal	passed	retained-corrected	Codex visual review	2026-07-22	6	content/pep-english/reviewed-corrections.json#pephr3-021	逐轮对照PDF第50页；恢复三名学生关于向Captain Brown提问的完整五轮示范对话，删除未印出的听力采访、图片、听力题、开放任务和表达库。
pephr3-022	pephr3	4	22	Reading for Writing	Is Exploring Space a Waste of Time and Money?	51	51	text	31e51a16693d03177a5825f53f612a87	normal	passed	retained-corrected	Codex visual review	2026-07-22	8	content/pep-english/reviewed-corrections.json#pephr3-022	逐段对照PDF第51页；按左栏导论与Firstly、右栏Secondly/Finally/In closing的顺序恢复完整五段议论文，删除指令、图片和图注。
pephr3-023	pephr3	5	23	Reading and Thinking	The Million Pound Bank Note — Act 1, Scene 3	59	59	text	31e51a16693d03177a5825f53f612a87	normal	passed	retained-corrected	Codex visual review	2026-07-22	10	content/pep-english/reviewed-corrections.json#pephr3-023	逐轮对照PDF第59页；按视觉双栏顺序恢复完整Act 1 Scene 3，包括旁白、全部台词和舞台指示，删除课前问题、指令和页眉页码。
pephr3-024	pephr3	5	24	Reading and Thinking	Act 1, Scene 3 Exercises	60	60	text	31e51a16693d03177a5825f53f612a87	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	4	content/pep-english/reviewed-corrections.json#pephr3-024	逐项核对PDF第60页；仅有理解、情绪、隐含义问题及含5个空格的剧情摘要，未补答案；完整场景已由pephr3-023收录，本页剔除。
pephr3-025	pephr3	5	25	Discovering Useful Structures	Should Roderick and Oliver Give Henry the Money?	61	61	text	31e51a16693d03177a5825f53f612a87	normal	passed	retained-corrected	Codex visual review	2026-07-22	6	content/pep-english/reviewed-corrections.json#pephr3-025	逐轮对照PDF第61页；恢复关于是否应给Henry钱的完整五轮示范对话并保留自然末尾省略号，删除10空情态动词短文、时态练习、指令和功能标签。
